Date Accessed,User Agent - Simple,User Agent - Full,IP Address,Number of Logins,Last Date Accessed
Sun May 12 2019 07:01:57 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,4,Sun May 12 2019 10:57:00 GMT-0500 (CDT)
Sat May 11 2019 22:13:05 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,6,Sun May 12 2019 00:19:13 GMT-0500 (CDT)
Sat May 11 2019 17:22:45 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,11,Sat May 11 2019 21:40:27 GMT-0500 (CDT)
Sat May 11 2019 15:33:13 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,8,Sun May 12 2019 01:11:43 GMT-0500 (CDT)
Sat May 11 2019 14:06:31 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.5.1 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,15,Sat May 11 2019 23:55:32 GMT-0500 (CDT)
Sat May 11 2019 11:44:31 GMT-0500 (CDT),Slack Web App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Safari/605.1.15",71.195.19.50,1,Sat May 11 2019 11:44:31 GMT-0500 (CDT)
Sat May 11 2019 10:54:48 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,8,Sat May 11 2019 16:38:50 GMT-0500 (CDT)
Sat May 11 2019 10:01:58 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,4,Sat May 11 2019 12:49:25 GMT-0500 (CDT)
Sat May 11 2019 09:19:01 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.5.1 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,2,Sat May 11 2019 10:47:02 GMT-0500 (CDT)
Sat May 11 2019 08:44:33 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,2,Sat May 11 2019 09:47:20 GMT-0500 (CDT)
Sat May 11 2019 07:41:04 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,4,Sat May 11 2019 08:31:54 GMT-0500 (CDT)
Sat May 11 2019 07:01:56 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,2,Sat May 11 2019 08:01:58 GMT-0500 (CDT)
Sat May 11 2019 04:57:55 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Sat May 11 2019 04:57:55 GMT-0500 (CDT)
Sat May 11 2019 02:01:59 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Sat May 11 2019 02:01:59 GMT-0500 (CDT)
Fri May 10 2019 21:36:08 GMT-0500 (CDT),Slack Web App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Safari/605.1.15",71.195.19.50,16,Fri May 10 2019 21:49:49 GMT-0500 (CDT)
Fri May 10 2019 21:20:38 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,2,Fri May 10 2019 21:20:44 GMT-0500 (CDT)
Fri May 10 2019 16:28:14 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,16,Sat May 11 2019 00:14:55 GMT-0500 (CDT)
Fri May 10 2019 16:23:08 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,8,Fri May 10 2019 22:39:51 GMT-0500 (CDT)
Fri May 10 2019 16:06:25 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,2,Fri May 10 2019 16:06:26 GMT-0500 (CDT)
Fri May 10 2019 14:23:41 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",24.118.21.68,6,Fri May 10 2019 15:30:17 GMT-0500 (CDT)
Fri May 10 2019 14:16:18 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.5.1 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,15,Fri May 10 2019 23:54:56 GMT-0500 (CDT)
Fri May 10 2019 13:55:19 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",24.118.21.68,7,Fri May 10 2019 15:56:50 GMT-0500 (CDT)
Fri May 10 2019 13:11:25 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,2,Fri May 10 2019 13:25:52 GMT-0500 (CDT)
Fri May 10 2019 09:00:45 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.5.1 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,3,Fri May 10 2019 11:03:03 GMT-0500 (CDT)
Fri May 10 2019 07:46:47 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,11,Fri May 10 2019 12:31:26 GMT-0500 (CDT)
Fri May 10 2019 07:01:57 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,6,Fri May 10 2019 12:47:06 GMT-0500 (CDT)
Fri May 10 2019 02:01:59 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Fri May 10 2019 02:01:59 GMT-0500 (CDT)
Thu May 09 2019 22:36:52 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Thu May 09 2019 22:36:52 GMT-0500 (CDT)
Thu May 09 2019 22:10:29 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.5.1 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,4,Thu May 09 2019 23:11:40 GMT-0500 (CDT)
Thu May 09 2019 17:24:00 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",73.242.33.89,1,Thu May 09 2019 17:24:00 GMT-0500 (CDT)
Thu May 09 2019 17:16:20 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,1,Thu May 09 2019 17:16:20 GMT-0500 (CDT)
Thu May 09 2019 14:56:16 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,19,Fri May 10 2019 01:06:31 GMT-0500 (CDT)
Thu May 09 2019 14:54:31 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,10,Thu May 09 2019 20:34:13 GMT-0500 (CDT)
Thu May 09 2019 14:09:40 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,7,Thu May 09 2019 21:30:41 GMT-0500 (CDT)
Thu May 09 2019 12:56:07 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,5,Thu May 09 2019 14:40:40 GMT-0500 (CDT)
Thu May 09 2019 09:11:10 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.5.1 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,4,Thu May 09 2019 12:20:04 GMT-0500 (CDT)
Thu May 09 2019 08:55:41 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,2,Thu May 09 2019 10:14:05 GMT-0500 (CDT)
Thu May 09 2019 07:43:49 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,3,Thu May 09 2019 08:43:54 GMT-0500 (CDT)
Thu May 09 2019 07:04:49 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,6,Thu May 09 2019 12:09:08 GMT-0500 (CDT)
Thu May 09 2019 02:04:52 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Thu May 09 2019 02:04:52 GMT-0500 (CDT)
Thu May 09 2019 01:26:50 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,1,Thu May 09 2019 01:26:50 GMT-0500 (CDT)
Wed May 08 2019 21:15:03 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,7,Wed May 08 2019 23:22:07 GMT-0500 (CDT)
Wed May 08 2019 21:01:24 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,7,Wed May 08 2019 22:10:40 GMT-0500 (CDT)
Wed May 08 2019 16:37:43 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",24.118.21.68,14,Wed May 08 2019 20:02:22 GMT-0500 (CDT)
Wed May 08 2019 16:21:14 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,1,Wed May 08 2019 16:21:14 GMT-0500 (CDT)
Wed May 08 2019 14:11:11 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,9,Wed May 08 2019 23:54:52 GMT-0500 (CDT)
Wed May 08 2019 09:03:16 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,7,Wed May 08 2019 15:13:06 GMT-0500 (CDT)
Wed May 08 2019 08:54:29 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,2,Wed May 08 2019 10:08:56 GMT-0500 (CDT)
Wed May 08 2019 07:40:15 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,11,Wed May 08 2019 16:13:18 GMT-0500 (CDT)
Wed May 08 2019 07:03:16 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Wed May 08 2019 07:03:16 GMT-0500 (CDT)
Tue May 07 2019 23:58:03 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,2,Wed May 08 2019 01:32:39 GMT-0500 (CDT)
Tue May 07 2019 23:24:35 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,6,Wed May 08 2019 02:24:40 GMT-0500 (CDT)
Tue May 07 2019 18:06:57 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",73.242.33.89,2,Tue May 07 2019 18:27:28 GMT-0500 (CDT)
Tue May 07 2019 17:21:02 GMT-0500 (CDT),Slack Web App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Safari/605.1.15",71.195.19.50,4,Tue May 07 2019 17:21:06 GMT-0500 (CDT)
Tue May 07 2019 17:18:09 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,4,Tue May 07 2019 20:41:25 GMT-0500 (CDT)
Tue May 07 2019 16:52:36 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,6,Tue May 07 2019 21:28:24 GMT-0500 (CDT)
Tue May 07 2019 16:09:29 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,4,Tue May 07 2019 17:54:07 GMT-0500 (CDT)
Tue May 07 2019 14:08:54 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,14,Wed May 08 2019 00:00:19 GMT-0500 (CDT)
Tue May 07 2019 14:03:34 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",24.118.21.68,6,Tue May 07 2019 16:36:33 GMT-0500 (CDT)
Tue May 07 2019 09:33:30 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,6,Tue May 07 2019 13:53:10 GMT-0500 (CDT)
Tue May 07 2019 09:13:51 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,2,Tue May 07 2019 10:13:52 GMT-0500 (CDT)
Tue May 07 2019 09:02:24 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,2,Tue May 07 2019 10:02:53 GMT-0500 (CDT)
Tue May 07 2019 07:42:31 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,4,Tue May 07 2019 09:05:31 GMT-0500 (CDT)
Tue May 07 2019 07:13:50 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Tue May 07 2019 07:13:50 GMT-0500 (CDT)
Tue May 07 2019 02:13:52 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Tue May 07 2019 02:13:52 GMT-0500 (CDT)
Mon May 06 2019 20:19:08 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,3,Mon May 06 2019 23:19:09 GMT-0500 (CDT)
Mon May 06 2019 20:18:29 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,6,Tue May 07 2019 00:36:56 GMT-0500 (CDT)
Mon May 06 2019 19:34:31 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",24.118.21.68,3,Mon May 06 2019 19:41:20 GMT-0500 (CDT)
Mon May 06 2019 17:39:30 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,9,Mon May 06 2019 20:07:50 GMT-0500 (CDT)
Mon May 06 2019 16:59:33 GMT-0500 (CDT),Slack Web App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Safari/605.1.15",71.195.19.50,4,Mon May 06 2019 16:59:37 GMT-0500 (CDT)
Mon May 06 2019 14:13:46 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,12,Mon May 06 2019 23:56:36 GMT-0500 (CDT)
Mon May 06 2019 09:13:51 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,8,Mon May 06 2019 16:37:19 GMT-0500 (CDT)
Mon May 06 2019 08:56:37 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,3,Mon May 06 2019 11:06:54 GMT-0500 (CDT)
Mon May 06 2019 07:55:22 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,14,Mon May 06 2019 16:52:48 GMT-0500 (CDT)
Mon May 06 2019 07:13:43 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Mon May 06 2019 07:13:43 GMT-0500 (CDT)
Mon May 06 2019 05:06:01 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Mon May 06 2019 05:06:01 GMT-0500 (CDT)
Sun May 05 2019 22:27:04 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Sun May 05 2019 22:27:04 GMT-0500 (CDT)
Sun May 05 2019 19:08:29 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,7,Mon May 06 2019 00:30:28 GMT-0500 (CDT)
Sun May 05 2019 15:20:16 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,5,Sun May 05 2019 18:34:31 GMT-0500 (CDT)
Sun May 05 2019 14:10:37 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,13,Mon May 06 2019 00:00:54 GMT-0500 (CDT)
Sun May 05 2019 11:24:10 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",73.242.33.89,2,Sun May 05 2019 12:31:21 GMT-0500 (CDT)
Sun May 05 2019 11:16:21 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,2,Sun May 05 2019 12:39:00 GMT-0500 (CDT)
Sun May 05 2019 09:00:39 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,2,Sun May 05 2019 10:18:02 GMT-0500 (CDT)
Sun May 05 2019 07:55:29 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",71.195.19.50,9,Sun May 05 2019 15:05:05 GMT-0500 (CDT)
Sun May 05 2019 07:13:43 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,10,Sun May 05 2019 19:02:49 GMT-0500 (CDT)
Sun May 05 2019 02:13:52 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Sun May 05 2019 02:13:52 GMT-0500 (CDT)
Sat May 04 2019 23:03:26 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,1,Sat May 04 2019 23:03:26 GMT-0500 (CDT)
Sat May 04 2019 17:41:51 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,2,Sat May 04 2019 18:16:11 GMT-0500 (CDT)
Sat May 04 2019 17:03:37 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,5,Sat May 04 2019 20:14:19 GMT-0500 (CDT)
Sat May 04 2019 14:23:41 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,20,Sat May 04 2019 23:57:52 GMT-0500 (CDT)
Sat May 04 2019 13:51:51 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,1,Sat May 04 2019 13:51:51 GMT-0500 (CDT)
Sat May 04 2019 09:53:10 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",73.242.33.89,3,Sat May 04 2019 10:30:41 GMT-0500 (CDT)
Sat May 04 2019 09:47:49 GMT-0500 (CDT),iOS App (iPhone),"com.tinyspeck.chatlyio/19.4.2 (iPhone; iOS 12.2; Scale/3.00)",107.77.207.130,1,Sat May 04 2019 09:47:49 GMT-0500 (CDT)
Sat May 04 2019 09:08:20 GMT-0500 (CDT),Mac Desktop App,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) AtomShell/3.4.0 Chrome/66.0.3359.181 Electron/3.1.7 Safari/537.36 Slack_SSB/3.4.0",71.195.19.50,7,Sat May 04 2019 12:57:31 GMT-0500 (CDT)
Sat May 04 2019 08:53:36 GMT-0500 (CDT),iOS App (iPad),"com.tinyspeck.chatlyio/19.4.2 (iPad; iOS 12.2; Scale/2.00)",71.195.19.50,3,Sat May 04 2019 11:06:16 GMT-0500 (CDT)
